Dezernat,Amt / Dienststelle,Produkt,Produktbezeichnung,Produktgruppe,Produktgruppenbezeichnung,Produktbereich,Produktbereich Bezeichnung,Dezernatsbezeichnung,Teilhaushalte,Teilhaushalte Bezeichnung,Amt / Dienststelle Bezeichnung,Ansatz 2025 (Erträge),Ansatz 2025 (Aufwendungen),Ansatz 2025 (Saldo/Zuschussbedarf/Erträge - Aufwendungen),Ansatz 2026 (Erträge),Ansatz 2026 (Aufwendungen),Ansatz 2026 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)
DEZ-IV ,AMT-320,122104,?berwachung des flie?enden Verkehrs                                                                 ,1221,Verkehrswesen                                                                                       ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_18,THH 18 Amt f. ?ffentliche Ordnung                                                                   ,320 Amt f. ?ffentliche Ordnung                                                                      ,12077000.00 €,"-3820682,3","8256317,7",12077000.00 €,"-3878609,4","8198390,6"
DEZ-IV ,AMT-320,122106,Verkehrsgewerbe und Fahrerlaubnisse                                                                 ,1221,Verkehrswesen                                                                                       ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_18,THH 18 Amt f. ?ffentliche Ordnung                                                                   ,320 Amt f. ?ffentliche Ordnung                                                                      ,508700.00 €,"-1428349,6","-919649,6",508700.00 €,"-1503017,5","-994317,5"
DEZ-IV ,AMT-320,122601,Lebensmittel?berw.u. Verbraucherschutz                                                              ,1226,"Verbr.schutz, Lebensmittel?., Veterin?rw                                                            ",12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_18,THH 18 Amt f. ?ffentliche Ordnung                                                                   ,320 Amt f. ?ffentliche Ordnung                                                                      ,29000.00 €,"-743303,7","-714303,7",29000.00 €,"-769303,1","-740303,1"
DEZ-IV ,AMT-320,122603,?berwachung der Fleischhygiene                                                                      ,1226,"Verbr.schutz, Lebensmittel?., Veterin?rw                                                            ",12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_18,THH 18 Amt f. ?ffentliche Ordnung                                                                   ,320 Amt f. ?ffentliche Ordnung                                                                      ,223500.00 €,"-415235,1","-191735,1",223500.00 €,"-382579,4","-159079,4"
DEZ-IV ,AMT-320,122604,Tiergesundheit u.Tierschutz(Veterin?rw.)                                                            ,1226,"Verbr.schutz, Lebensmittel?., Veterin?rw                                                            ",12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_18,THH 18 Amt f. ?ffentliche Ordnung                                                                   ,320 Amt f. ?ffentliche Ordnung                                                                      ,"14740,8","-750788,7",-736048.00 €,"14740,8","-764983,9","-750243,1"
DEZ-IV ,AMT-320,562002,Fahrpersonalrecht                                                                                   ,5620,Arbeitsschutz                                                                                       ,56,Umweltschutz                                                                                        ,Dezernat IV BM Breiter                                                                              ,THH_18,THH 18 Amt f. ?ffentliche Ordnung                                                                   ,320 Amt f. ?ffentliche Ordnung                                                                      ,20000.00 €,"-31146,5","-11146,5",20000.00 €,"-31815,5","-11815,5"
DEZ-IV ,AMT-340,122002,Angelegenheiten der Gefahrenabwehr                                                                  ,1220,Ordnungswesen                                                                                       ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_19,THH 19 Standesamt                                                                                   ,340 Standesamt                                                                                      ,200000.00 €,"-509585,6","-309585,6",210000.00 €,"-514301,8","-304301,8"
DEZ-IV ,AMT-340,122200,% Aufenthaltsbescheinigungen                                                                        ,1222,% Einwohnerwesen                                                                                    ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_19,THH 19 Standesamt                                                                                   ,340 Standesamt                                                                                      ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-IV ,AMT-340,122300,Personenstandswesen                                                                                 ,1223,Personenstandswesen                                                                                 ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_19,THH 19 Standesamt                                                                                   ,340 Standesamt                                                                                      ,930030.00 €,"-1926369,3","-996339,3",928730.00 €,"-1955901,6","-1027171,6"
DEZ-IV ,AMT-370,126001,Brandbek?mpfung/Technische Hilfeleistung                                                            ,1260,Brandschutz                                                                                         ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ","1702041,4","-17655137,7","-15953096,3","1552457,9","-17947761,5","-16395303,5"
DEZ-IV ,AMT-370,126002,Feuersicherheitswachdienst                                                                          ,1260,Brandschutz                                                                                         ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ",6918.00 €,"-20752,9","-13834,9",6918.00 €,"-21391,3","-14473,3"
DEZ-IV ,AMT-370,126003,Ber./Brandverh?tungsschauen au?erh. BauO                                                            ,1260,Brandschutz                                                                                         ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ","619,5","-16237,6","-15618,1","619,5","-19222,6","-18603,1"
DEZ-IV ,AMT-370,126004,Brandschutzerziehung und -aufkl?rung                                                                ,1260,Brandschutz                                                                                         ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ",0.00 €,"-43180,7","-43180,7",0.00 €,"-44789,1","-44789,1"
DEZ-IV ,AMT-370,126005,Dienstleistungen f?r Dritte                                                                         ,1260,Brandschutz                                                                                         ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ","1396599,3","-1801616,8","-405017,5","1344467,2","-1718586,8","-374119,6"
DEZ-IV ,AMT-370,128001,Katastrophenabwehr                                                                                  ,1280,Katastrophenschutz                                                                                  ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ","68564,6","-394078,2","-325513,6","68564,6","-460396,9","-391832,4"
DEZ-IV ,AMT-370,128002,Bev?lkerungsschutz                                                                                  ,1280,Katastrophenschutz                                                                                  ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ","349,8","-54407,2","-54057,4",149.00 €,"-85078,1",-84929.00 €
DEZ-IV ,AMT-370,521000,Ber./Brandverh?tungssch. i. Bereich BauO                                                            ,5210,Bauordnung                                                                                          ,52,Bauen und Wohnen                                                                                    ,Dezernat IV BM Breiter                                                                              ,THH_20,"THH 20 Amt f. Brand-, Katastrophenschutz                                                            ","370 Amt f. Brand-, Katastrophenschutz                                                               ",76.00 €,"-41505,8","-41429,9",76.00 €,"-42782,6","-42706,6"
DEZ-V  ,AMT-620,112600,"Verwaltung(Dez.V,AWV,BRA,StPlA,PGD)                                                                 ",1126,Zentrale Dienstleistungen                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,0.00 €,"-811705,3","-811705,3",0.00 €,"-831624,2","-831624,2"
DEZ-V  ,AMT-620,511001,Stadtentwicklung und Stadterneuerung                                                                ,5110,"% Stadtentwicklung, St?dtebauliche Planu                                                            ",51,% R?umliche Planung und Entwicklung                                                                 ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,"315792,2","-3756272,7","-3440480,6","460557,1","-4233804,5","-3773247,4"
DEZ-V  ,AMT-620,511101,Liegenschaftskatasters/ Grdst Basisinfo.                                                            ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,160000.00 €,"-1359190,6","-1199190,6",160000.00 €,"-1398093,4","-1238093,4"
DEZ-V  ,AMT-620,511103,Vermessungstech. Ingenieurleistungen                                                                ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,580500.00 €,"-704385,8","-123885,8",453500.00 €,"-724470,3","-270970,3"
DEZ-V  ,AMT-620,511104,Liegenschaftsvermessungen                                                                           ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,360000.00 €,"-576471,3","-216471,3",480000.00 €,"-595030,4","-115030,4"
DEZ-V  ,AMT-620,511106,Grundl.raumbez.Infosyst./Karten/Geodaten                                                            ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,278650.00 €,-1121456.00 €,-842806.00 €,278650.00 €,"-1110783,3","-832133,3"
DEZ-V  ,AMT-620,511108,Umlegungsverfahr. BauGB/son.Ordnungsma?.                                                            ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,"1500013,5","-788603,4","711410,1","500013,9",-710310.00 €,"-210296,1"
DEZ-V  ,AMT-620,511110,Kaufpreissa./Marktanalys.(Gutachtera.)                                                              ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,"61549,7",-852567.00 €,"-791017,3","62349,8","-962903,8",-900554.00 €
DEZ-V  ,AMT-620,511111,Wertgutachten (Gutachterausschuss)                                                                  ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,"23376,8",-188019.00 €,"-164642,3","23560,3","-213081,9","-189521,6"
DEZ-V  ,AMT-620,522001,F?rderung des Mietwohnungsbaus                                                                      ,5220,Wohnungsbauf?rd. u. Wohnungsversorgung                                                              ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,0.00 €,"-1098826,5","-1098826,5",0.00 €,"-1116518,4","-1116518,4"
DEZ-V  ,AMT-620,522002,F?rderung von Wohneigentum                                                                          ,5220,Wohnungsbauf?rd. u. Wohnungsversorgung                                                              ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,0.00 €,"-816247,5","-816247,5",0.00 €,"-849453,2","-849453,2"
DEZ-V  ,AMT-620,522007,?berwa. Zweckbindung gef?rd. Wohnungen                                                              ,5220,Wohnungsbauf?rd u. Wohnungsversorgung                                                               ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,0.00 €,"-140944,8","-140944,8",0.00 €,-155744.00 €,-155744.00 €
DEZ-V  ,AMT-620,522008,Mietspiegel                                                                                         ,5220,Wohnungsbauf?rd. u. Wohnungsversorgung                                                              ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_21,THH 21 Amt f. Wohnraumentw.u. Vermessung                                                            ,620 Amt f. Wohnraumentw.u. Vermessung                                                               ,16000.00 €,-273388.00 €,-257388.00 €,1000.00 €,"-280883,6","-279883,6"
DEZ-V  ,AMT-640,318001,% Gew?hrung von Wohngeld                                                                            ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,318002,"% Schenkungen,soziale Verg?nstigungen                                                               ",3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,319001,% BuT an Kinderzuschlagsempf?nger_innen                                                             ,3190,Leistungen f?r BuT nach ? 6b BKGG                                                                   ,31,Soziale Hilfen                                                                                      ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,319002,% BuT an Wohngeldempf?nger_innen                                                                    ,3190,Leistungen f?r BuT nach ? 6b BKGG                                                                   ,31,Soziale Hilfen                                                                                      ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,522001,% F?rderung des Mietwohnungsbaus                                                                    ,5220,Wohnungsbauf?rd. u. Wohnungsversorgung                                                              ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,522002,% F?rderung von Wohneigentum                                                                        ,5220,Wohnungsbauf?rd. u. Wohnungsversorgung                                                              ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,522004,% Einkommensorientierte F?rderung                                                                   ,5220,% Wohnungsbauf?rd. u. Wohnungsversorgung                                                            ,52,% Bauen und Wohnen (bis 31.12.2024)                                                                 ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,522005,% Erteilung von Wohnberechtigungsscheine                                                            ,5220,Wohnungsbauf?rd u. Wohnungsversorgung                                                               ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,522006,% Vermittlung von Wohnraum                                                                          ,5220,Wohnungsbauf?rd u. Wohnungsversorgung                                                               ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-640,522007,% ?berwa. Zweckbindung gef?rd. Wohnungen                                                            ,5220,Wohnungsbauf?rd u. Wohnungsversorgung                                                               ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_22,"THH 22 Amt f. Liegenschaften, Wgwesen                                                               ","% 640 Amt f. Liegenschaften, Wgwesen                                                                ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-005,111001,Steuerung/Gesch?ftsf.GR und Aussch?sse                                                              ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_23,THH 23 Management Dezernat V                                                                        ,005 B?ro des BMs Prof Dr. Haag                                                                      ,89900.00 €,"-1424153,8","-1334253,8",89900.00 €,"-1452948,5","-1363048,5"
DEZ-V  ,AMT-601,511001,Stadtentwicklung                                                                                    ,5110,"% Stadtentwicklung, St?dtebauliche Planu                                                            ",51,% R?umliche Planung und Entwicklung                                                                 ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_23,THH 23 Management Dezernat V                                                                        ,601 Projektgruppe Dietenbach                                                                        ,1823198.00 €,"-1352114,5","471083,5",1874445.00 €,"-1397283,5","477161,5"
DEZ-V  ,AMT-601,511002,Teilaufgabe der Bauleitplanung                                                                      ,5110,"Stadtentwicklung, St?dtebauliche Planung                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_23,THH 23 Management Dezernat V                                                                        ,601 Projektgruppe Dietenbach                                                                        ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-601,511005,Verbindliche Bauleitplanung                                                                         ,5110,"Stadtentwicklung, St?dtebauliche Planung                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_23,THH 23 Management Dezernat V                                                                        ,601 Projektgruppe Dietenbach                                                                        ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-601,511007,Konz.Verkehrssteu./Entwurf Verkehrsanl.                                                             ,5110,"Stadtentwicklung, St?dtebauliche Planung                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_23,THH 23 Management Dezernat V                                                                        ,601 Projektgruppe Dietenbach                                                                        ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-601,511108,Umlegungsverfahr. BauGB/son.Ordnungsma?.                                                            ,5111,"Fl?chen-, grdst?cksbez. Daten u. Grundl.                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_23,THH 23 Management Dezernat V                                                                        ,601 Projektgruppe Dietenbach                                                                        ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-V  ,AMT-610,511001,Stadtentwicklung/St?dtebauliche Planung                                                             ,5110,"% Stadtentwicklung, St?dtebauliche Planu                                                            ",51,% R?umliche Planung und Entwicklung                                                                 ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_24,"THH 24 Planung, Entwicklung, Bauen                                                                  ",610 Stadtplanungsamt                                                                                ,669422.00 €,"-7145134,2","-6475712,2",439936.00 €,"-6910467,7","-6470531,7"
DEZ-V  ,AMT-630,511013,Planungs- und Gestaltungsberatung                                                                   ,5110,"Stadtentwicklung, St?dtebauliche Planung                                                            ",51,R?umliche Planung und Entwicklung                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_24,"THH 24 Planung, Entwicklung, Bauen                                                                  ",630 Baurechtsamt                                                                                    ,0.00 €,-293405.00 €,-293405.00 €,0.00 €,"-300959,9","-300959,9"
DEZ-V  ,AMT-630,521000,Bauordnung                                                                                          ,5210,Bauordnung                                                                                          ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_24,"THH 24 Planung, Entwicklung, Bauen                                                                  ",630 Baurechtsamt                                                                                    ,4039380.00 €,"-4223683,7","-184303,7",4039380.00 €,"-4477542,5","-438162,5"
DEZ-V  ,AMT-630,522003,"F?rderung v. Modernis.-, Schalls.ma?n.                                                              ",5220,Wohnungsbauf?rderung und Wohnungsversorg                                                            ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_24,"THH 24 Planung, Entwicklung, Bauen                                                                  ",630 Baurechtsamt                                                                                    ,0.00 €,"-549560,8","-549560,8",0.00 €,"-554226,8","-554226,8"
DEZ-V  ,AMT-630,522009,Anwendung des Zweckentfremdungsverbots                                                              ,5220,Wohnungsbauf?rderung und Wohnungsversorg                                                            ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_24,"THH 24 Planung, Entwicklung, Bauen                                                                  ",630 Baurechtsamt                                                                                    ,16330.00 €,"-215193,7","-198863,7",16330.00 €,"-235560,3","-219230,3"
DEZ-V  ,AMT-630,523000,Denkmalschutz und Denkmalpflege                                                                     ,5230,Denkmalschutz und Denkmalpflege                                                                     ,52,Bauen und Wohnen                                                                                    ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_24,"THH 24 Planung, Entwicklung, Bauen                                                                  ",630 Baurechtsamt                                                                                    ,30930.00 €,"-313258,7","-282328,7",30930.00 €,"-372277,9","-341347,9"
DEZ-V  ,AMT-630,561007,Energieerstberatung                                                                                 ,5610,Umweltschutzma?nahmen                                                                               ,56,Umweltschutz                                                                                        ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_24,"THH 24 Planung, Entwicklung, Bauen                                                                  ",630 Baurechtsamt                                                                                    ,0.00 €,"-18729,6","-18729,6",0.00 €,-18842.00 €,-18842.00 €
DEZ-V  ,AMT-650,112401,"Neu-, Um- und Erweiterungsbauten                                                                    ",1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"1456316,8","-1304634,2","151682,7","1451224,9","-1308176,8","143048,1"
DEZ-V  ,AMT-650,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"7631309,4","-109498277,5","-101866968,1",8374896.00 €,"-112621984,5","-104247088,6"
DEZ-V  ,AMT-650,112604,Kantine Rathaus im St?hlinger (RiS)                                                                 ,1126,Zentrale Dienstleistungen                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"801905,4","-1574177,9","-772272,5","802639,9","-1699535,2","-896895,4"
DEZ-V  ,AMT-650,113301,Grundst?cksgesch./Verw.Erbbaurechten                                                                ,1133,Grundst?cksmanagement                                                                               ,11,Innere Verwaltung                                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"13921578,5","-6512268,9","7409309,6","8065147,8","-2996147,6","5069000,2"
DEZ-V  ,AMT-650,113304,Verwaltung unbebauter Grundst?cke                                                                   ,1133,Grundst?cksmanagement                                                                               ,11,Innere Verwaltung                                                                                   ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"1693984,1","-1961847,6","-267863,4","3093523,1","-2104260,1",989263.00 €
DEZ-V  ,AMT-650,215002,Vergabe schulischer Einricht. an Dritte                                                             ,2150,Sonstige schulische Aufgaben / Einricht.                                                            ,21,Schultr?geraufgaben                                                                                 ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"1338618,1","-4929099,1",-3590481.00 €,"1442019,5","-5073089,3","-3631069,8"
DEZ-V  ,AMT-650,281001,Kulturf?rderung                                                                                     ,2810,Sonstige Kulturpflege                                                                               ,28,Sonstige Kulturpflege                                                                               ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"112892,4","-99886,8","13005,6","113046,4","-100380,5","12665,9"
DEZ-V  ,AMT-650,511001,Stadtentwicklung/St?dtebauliche Planung                                                             ,5110,"% Stadtentwicklung, St?dtebauliche Planu                                                            ",51,% R?umliche Planung und Entwicklung                                                                 ,Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"160559,8","-214403,6","-53843,8","194920,1",-221761.00 €,"-26840,9"
DEZ-V  ,AMT-650,546001,Parkplatzbewirtschaftung IMF                                                                        ,5460,Parkierungseinrichtungen                                                                            ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,34800.00 €,-42010.00 €,-7210.00 €,34800.00 €,-42010.00 €,-7210.00 €
DEZ-V  ,AMT-650,549000,?ffentliche Toilettenanlagen                                                                        ,5490,?ffentliche Toilettenanlagen                                                                        ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat V BM Prof. Dr. Haag                                                                        ,THH_25,THH 25 Immobilienmanagement Freiburg                                                                ,650 Immobilienmanagement Freiburg                                                                   ,"1385,1","-663877,5","-662492,4","1975,7","-707902,9","-705927,2"
